index,SequenceA,SequenceB,SCI
5293,AB049096.1_9095-9160,AY651061.1_9129-9194,0.929292929292929
5294,AF196727.1_580-678,AF411966.1_579-677,0.865793780687398
5295,AE008781.1_18002-18124,AE012090.1_10837-10947,0.925283797729618
5296,AE008441.1_6797-6885,AL766847.1_94269-94358,0.780487804878049
5297,AF491249.1_65-148,AJ437039.1_65-148,0.783132530120482
5298,Z84235.1_1-250,AY070184.1_1-277,0.850515463917526
5299,Z50737.1_3-119,K02683.1_2-118,0.922814982973893
5300,AJ428514.1_9797-9864,AF217350.1_193-122,1.25818181818182
5301,X04336.1_3210-3313,Z72500.1_3161-3251,0.728551336146273
5302,L29612.1_1-231,Z84223.1_1-250,0.862670299727521
5303,M10217.1_9038-9106,AF083212.1_212-284,1.18761726078799
5304,AE015548.1_1057-1279,AE014570.1_13585-13353,0.73397807865893
5305,M34774.1_2-116,X58912.1_148-266,1.2012987012987
5306,AY519084.1_46-97,AY358068.1_1284-1335,1.07322654462243
5307,AY492765.1_837-888,AF484517.1_1284-1335,1.02177858439201
5308,AF165052.1_9114-9179,D50483.1_9114-9179,1.02145922746781
5309,AE008799.1_19388-19461,AE008996.1_2003-1920,0.987519500780031
5310,AY304832.1_1283-1334,AF023942.1_90-141,1.02433090024331
5311,AY371168.1_59-142,AF443114.1_230-313,0.917808219178082
5312,M59827.1_771-934,AC004546.1_16021-16184,1.02047781569966
5313,AF070521.1_854-937,AF418467.1_65-148,1.02593659942363
5314,L11786.1_1287-1338,AF024128.1_120-171,0.982986767485822
5315,AY288873.1_65-148,AF159873.1_147-230,0.798525798525799
5316,AP003187.2_239890-239991,AF264021.1_2226-2360,0.668041237113402
5317,X51378.1_335-525,X58842.1_1-191,1.05237020316027
5318,X55253.1_3-119,AB035926.1_5989-6104,0.984036488027366
5319,AL646061.1_184783-184648,AL939112.1_94442-94322,0.821929824561404
5320,L29625.1_5-230,D37848.1_1-388,0.775221238938053
5321,Z82044.1_15843-15924,D31785.1_14571-14644,1.12449799196787
5322,X03190.1_738-794,AY047314.1_477-533,1.02747252747253
5323,AJ237565.1_2095-2146,AJ313405.1_46-97,1.01402805611222
5324,L36889.1_130-201,AF071855.1_254-326,1.33252427184466
5325,AY145963.1_3-202,AF134756.1_1-181,0.823373173970783
5326,AJ241845.1_282-335,AJ241823.1_282-335,1.02539682539683
5327,X14416.1_171-331,X06880.1_1-162,0.922305764411028
5328,AF024350.1_90-141,AY371157.1_1296-1347,1.00398406374502
5329,M34759.1_7-109,M34764.1_3-118,0.982692307692308
5330,AF493541.1_2418-2346,J04815.1_7401-7469,1.15105740181269
5331,D00058.1_1-118,M16176.1_4-120,1.21171171171171
5332,AY138839.1_1562-1675,U38182.1_1906-2019,0.68937048503612
5333,AY651061.1_9129-9194,AF207756.1_9114-9179,0.869191049913941
5334,AY519021.1_46-97,L11785.1_1302-1353,1.02872531418312
5335,U68519.1_65-148,AF110968.1_341-424,1.07185628742515
5336,X05057.1_3-119,X52052.1_4-118,1.25844636251541
5337,U72118.1_307-363,U88824.1_8857-8913,1.02555366269165
5338,AY070199.1_1-277,AY188145.1_2-196,0.79081015719468
5339,X06844.1_1-119,X52051.1_2-120,1.18865435356201
5340,X65710.1_35-152,AF001265.1_6033-6149,1.26243781094527
5341,M86501.1_1-68,AE008731.1_705-777,1.34075949367089
5342,AF484519.1_8749-8805,AF462786.1_786-841,1.06633906633907
5343,AF238483.1_9353-9388,D16621.1_1040-1076,0.924643584521385
5344,AF063152.1_457-513,AB098333.1_456-511,1.01473296500921
5345,X13222.1_1-121,M36155.1_1-117,1.27685950413223
5346,Z99104.2_165829-165901,M18672.1_347-431,1.04891304347826
5347,M19950.1_1-120,M35170.1_2-108,1.09682080924856
5348,X02246.1_3-118,M34910.1_5-126,0.998150594451784
5349,AB097870.1_232-315,AJ237565.1_870-953,1.03283582089552
5350,AP003011.2_321703-321523,AP003189.2_224311-224132,0.920492524186456
5351,AF386039.1_65-148,U92049.1_65-148,0.935233160621762
5352,X02637.1_3-120,X00866.1_1-119,1.10562414266118
5353,AB090999.1_1281-1332,AF282969.1_1-52,1.02258726899384
5354,M10358.1_2-120,X02030.1_3-120,1.10126582278481
5355,AY455779.1_1536-1587,AF042105.1_1440-1491,1.19458128078818
5356,X06835.1_1-119,M27961.1_79-196,1.0844327176781
5357,AF450096.1_1526-1577,AY165254.1_238-289,0.949248120300752
5358,D13450.1_1-184,AY446052.1_1-272,0.805354155047407
5359,AF405690.1_389-639,AY278549.1_390-640,0.957336780866193
5360,M26977.1_635-708,L23320.1_77-10,1.34278959810875
5361,M59827.1_771-934,M14121.1_221-384,0.999188311688312
5362,AB031663.1_9387-9423,M58335.1_9309-9345,0.985294117647059
5363,AF484521.1_59-142,AF484507.1_59-142,0.965936739659367
5364,X04465.1_38367-38438,J01391.1_18-88,1.10874704491726
5365,AY371169.1_1296-1347,L11784.1_1299-1350,0.996409335727109
5366,AY165254.1_238-289,AF349324.1_33-84,1.02604166666667
5367,U14782.1_1-239,Z84287.1_1-250,0.882289416846652
5368,AF386026.1_65-148,AY288892.1_65-148,0.981233243967828
5369,X55320.1_1-72,D11467.1_1-72,1.10887096774194
5370,L11765.1_1308-1359,AF156814.1_45-96,0.955082742316785
5371,AL807818.14_154315-154373,AL954371.6_55095-55041,0.655813953488372
5372,AE004721.1_1433-1242,U27616.3_1255-1032,0.772413793103448
5373,X17395.1_1934-1994,AF235045.1_658-731,0.823157894736842
5374,J03294.1_2297-2476,AE007843.1_1920-1745,1.09118852459016
5375,U39706.1_5918-5836,AE002112.1_7386-7290,1.11633027522936
5376,X15613.1_1106-1175,X02173.1_718-802,0.86900269541779
5377,AJ241828.1_56-3,AJ536619.1_206-152,1.17919075144509
5378,X16758.1_1-74,K00369.1_1-82,1.06509945750452
5379,BX640439.1_206443-206535,AE016917.1_68424-68339,0.726285714285714
5380,M21542.1_51-134,X03154.1_401-474,1.05804311774461
5381,X14821.1_1-72,AF008220.1_6443-6516,1.16335540838852
5382,X01698.1_176-465,X01055.1_1-297,1.05139949109415
5383,AF462793.1_746-802,AF256205.1_9533-9589,1.07070707070707
5384,L38340.1_5-289,AF217307.1_1-256,0.8795
5385,AP005219.1_132445-132345,AE007789.1_11572-11662,0.733554817275747
5386,X07379.1_305-375,X12631.1_1014-1084,1.11993243243243
5387,AY344040.1_1-258,AY190397.1_1-181,0.775169857936998
5388,M11536.1_2-116,AJ131587.1_3-115,1.00814332247557
5389,AY007785.1_849-1041,M72888.1_1-195,0.90188679245283
5390,D10530.1_1-120,X75601.1_91-203,1.10138888888889
5391,AY055150.1_298-550,AF119795.2_392-643,0.96053395240859
5392,J01533.1_143-72,M27315.1_3787-3850,1.38823529411765
5393,AY304928.1_1283-1334,AF024358.1_90-141,1.0089928057554
5394,AP005370.1_22351-22449,BX842573.1_159140-159250,0.763052208835341
5395,AF084688.1_65-148,AF386042.1_65-148,0.822323462414579
5396,AY165194.1_234-285,AJ286137.1_52-103,1.02692307692308
5397,X60981.1_3182-3253,AE006696.1_291-218,1.03301237964237
5398,K02007.1_695-811,AY161887.1_12-125,0.927631578947368
5399,AF165061.1_9249-9299,D45194.1_983-1033,0.97680412371134
5400,AF114384.1_1-90,AY302546.1_1-90,1.0
5401,X61061.1_74-147,Z28209.1_4569-4498,1.17751479289941
5402,M36308.1_1-119,X55265.1_3-119,1.14888337468983
5403,AB044042.1_65-148,AY463221.1_277-360,0.802845528455284
5404,AF418362.1_65-148,U56889.1_65-148,0.978452843518191
5405,AF024059.1_117-168,AF443076.1_1443-1494,0.964102564102564
5406,AB031211.1_8065-8137,X00916.1_823-889,0.822075782537067
5407,AY519076.1_46-97,AF484492.1_1293-1344,1.01518026565465
5408,AE015938.1_165030-165211,AP003190.2_44501-44328,0.838427947598253
5409,M22656.1_587-656,X16885.1_811-882,1.21428571428571
5410,AP005048.1_244181-244295,AE005997.1_1774-1655,0.873575129533679
5411,M35563.1_5-120,X05517.1_3-118,1.05772005772006
5412,AJ291456.1_2-252,AY145931.1_1-207,0.839754327191513
5413,X16750.1_2-74,J01440.1_394-465,1.16359447004608
5414,AP001512.1_20234-20342,AY123045.1_16666-16547,0.857359635811836
5415,AP005083.1_142703-142501,AE004717.1_4221-4426,0.845133991537377
5416,AY282089.1_65-148,AF286250.1_310-393,1.0
5417,AJ271079.2_114727-114656,X54299.1_1793-1866,1.24264705882353
5418,M10435.1_2-120,X06849.1_1-119,1.06840390879479
5419,AY484777.1_1-50,AY037276.1_1287-1338,1.02544031311155
5420,X76389.1_1447-1553,AF529186.1_459-564,1.07172131147541
5421,M58368.1_1-118,X13663.1_1-117,1.12830188679245
5422,AJ534992.1_23-74,AY519025.1_46-97,0.997826086956522
5423,X99772.1_7842-7915,M16863.1_21-94,1.07042253521127
5424,AY045702.1_9320-9356,AF290978.1_9309-9345,0.988023952095808
5425,AP004172.1_250747-250650,AE005876.1_3727-3622,0.923076923076923
5426,M34760.1_2-117,Z11825.1_3-116,0.938973647711512
5427,D13618.1_3-119,X83208.1_1-119,1.17023554603854
5428,AB042240.3_88332-88259,V00166.1_1829-1941,0.653651266766021
5429,U59514.1_2-304,U51762.1_1-214,0.727301092043682
5430,AP003584.1_338551-338455,X12643.1_106-207,1.16809571286142
5431,AF386024.1_65-148,AF457057.1_59-142,0.871080139372822
5432,AP005048.1_244181-244295,AE006003.1_9570-9465,0.817691477885653
5433,Y00430.1_2429-2358,X12631.1_1567-1497,1.09502262443439
5434,AE010545.1_3316-3227,CR378670.1_15794-15904,0.734126984126984
5435,Z11874.1_40212-40285,AB042240.3_82974-82901,1.24024640657084
5436,AJ249239.1_65-148,AY247233.1_65-148,0.941333333333333
5437,X15602.1_102-172,X05071.1_204-288,1.09389671361502
5438,AY371144.1_1284-1335,AJ313420.1_46-97,0.920745920745921
5439,AF484518.1_8730-8786,AF119819.1_9610-9666,1.07428571428571
5440,AF396436.1_528-448,X52969.1_525-607,0.988213627992634
5441,D00820.1_4386-4446,V01148.1_4439-4499,0.954166666666667
5442,AF442571.1_584-635,AB078707.1_1299-1350,0.958260869565217
5443,AY007661.1_532-727,AP005343.1_46608-46510,0.487487073422958
5444,AB078689.1_1281-1332,AF490974.1_1302-1353,1.01136363636364
5445,AY304991.1_1283-1334,AY181075.1_46-97,0.979472140762463
5446,X53649.1_495-566,X01738.1_122-190,1.11636363636364
5447,AJ295193.1_354-605,L76402.1_393-643,0.979640718562874
5448,AF084714.1_65-148,AF067157.1_232-315,0.86986301369863
5449,AY038237.1_65-148,AJ252871.1_65-148,0.954128440366972
5450,AF041280.1_1-191,AY070175.1_1-277,0.869138495092694
5451,AL031229.2_40502-40430,D16387.1_11325-11257,0.951515151515151
5452,D84432.1_169999-170100,AJ312125.1_453-315,0.688316831683168
5453,AY494950.1_597-710,AY138839.1_1562-1675,0.988933601609658
5454,AE015530.1_8809-8928,AP005336.1_137993-137899,0.889972144846797
5455,X03240.1_6071-6134,AC099014.1_146549-146620,1.37754569190601
5456,X66185.1_1123-1236,AY329366.1_1456-1569,0.813884785819793
5457,Z11821.1_3-116,X16191.1_4-119,0.852631578947368
5458,L28677.1_8809-8880,D17540.1_1-73,1.20458553791887
5459,AF170503.1_280-333,AJ295015.1_58-1,0.971518987341772
5460,X02128.1_24-139,X62864.1_3-123,0.8732747804266
5461,X04465.1_47942-47868,AJ316582.1_9914-9993,0.911330049261084
5462,AL939123.1_278050-277936,BX640425.1_120361-120480,0.7414686825054
5463,AY077118.1_12-63,AY423387.1_1620-1671,1.0353982300885
5464,M57569.1_218-26,AP001512.1_161758-161939,0.836051502145923
5465,X04161.1_733-803,AJ428514.1_3834-3899,1.15570934256055
5466,AL953899.7_43050-43104,AL954371.6_99505-99453,1.05511811023622
5467,Y11109.1_1272-1330,AC000078.2_21139-21077,1.17866666666667
5468,AB057682.1_1663-1713,AF054264.1_326-376,0.952483801295896
5469,AE014954.1_5814-5899,BX321858.1_45005-45113,0.675229357798165
5470,AP003187.2_239890-239991,AP003191.2_70270-70167,1.05596107055961
5471,AF239646.1_413-469,AF321523.1_456-512,1.08571428571429
5472,AF321523.1_456-512,AF484486.1_8768-8824,1.10077519379845
5473,AJ437036.1_65-148,AY451215.1_147-230,1.07086614173228
5474,X54421.1_14314-14385,D85268.1_459-527,1.29918032786885
5475,AB078707.1_65-148,AF418332.1_65-148,0.858024691358025
5476,M25659.1_553-621,X14848.1_3820-3750,1.39205298013245
5477,X17238.1_12-306,X17237.1_11-302,1.15719762983618
5478,M10434.1_1-119,K02350.1_1-119,1.10969976905312
5479,AF493542.1_2517-2451,X55514.2_4416-4343,1.32307692307692
5480,U39362.2_853-936,AY134942.1_65-148,1.04436860068259
5481,AC002512.1_76041-75744,Z30973.1_7231-6935,1.12535657686212
5482,AL590385.23_26129-26058,X51398.1_2-75,1.28060263653484
5483,X62864.1_3-123,M34764.1_3-118,1.00303951367781
5484,AJ534992.1_23-74,AB078680.1_1281-1332,0.950617283950618
5485,U52953.1_1426-1477,U46016.1_1456-1507,0.946938775510204
5486,AY344042.1_1-341,X61595.1_1-374,0.919330289193303
5487,X03715.1_667-740,AC008443.10_42590-42518,1.12634822804314
5488,X57691.1_1-116,L12403.1_3-117,1.00428571428571
5489,Z50059.1_3-119,X02028.1_1-117,1.01140250855188
5490,AJ005302.1_281-334,AJ550908.1_281-334,0.994236311239193
5491,AY463228.1_303-386,Z79545.1_65-148,0.888613861386139
5492,X52392.1_16039-16107,M57910.1_1028-963,1.34980988593156
5493,AL671879.2_100356-100285,D16387.1_11325-11257,1.34508816120907
5494,Z50075.1_3-119,X06854.1_5-111,0.944931163954944
5495,AJ288982.1_2105-2156,AY037273.1_1284-1335,0.978260869565217
5496,Z00044.1_87253-87177,AJ131144.1_1753-1833,0.843612334801762
5497,X05053.1_3-118,M11544.1_4-118,1.01139240506329
5498,AY535692.1_171-222,AY535725.1_171-222,1.06511627906977
5499,K02349.1_1-119,X06837.1_1-119,1.02068252326784
5500,AC145764.2_6538-6588,BX004764.8_42998-42941,0.822857142857143
5501,L28914.1_339-395,AB052608.1_455-510,1.07007575757576
5502,AE017013.1_198598-198699,BX571861.1_7126-7022,0.731681415929204
5503,AJ276595.1_171-254,AY098610.1_65-148,0.767123287671233
5504,AF197338.1_656-769,AY162223.1_696-812,0.935344827586207
5505,AJ131147.1_1719-1794,AJ011856.1_37648-37722,1.16633266533066
5506,M18744.1_76-164,J01390.1_11859-11931,1.0812854442344
5507,U88826.1_1457-1508,AY165261.1_239-290,0.962637362637362
5508,AF110976.1_1563-1614,AY484779.1_1-51,1.10079051383399
5509,M72891.1_1-196,Z37973.1_1-173,0.737021276595745
5510,M17129.1_151-222,X04377.1_307-380,1.15083798882682
5511,AF054263.1_383-419,AB047639.1_9386-9422,1.0
5512,X02173.1_441-512,J01390.1_6035-6106,1.23948220064725
5513,U78642.1_1141-1254,AB084422.1_1249-1362,0.82875605815832
5514,AE017007.1_287994-288186,AE017003.1_180245-180059,0.957612456747405
5515,AF543976.1_38-121,AF326169.1_62-145,0.726293103448276
5516,AF217297.1_1-256,L38332.1_1-282,0.848913592723598
5517,AF292826.1_80-131,U29410.1_1299-1350,0.975332068311195
5518,AY145982.1_5-230,D88465.1_1-388,0.822059457130547
5519,AF069140.1_577-675,U88822.1_93-191,1.00670016750419
5520,AC002341.3_6810-6881,X54421.1_15747-15819,1.25628140703518
5521,X52392.1_5025-5096,X61067.1_133-205,1.23623853211009
5522,AE004094.1_6414-6545,AE017205.1_106071-105970,0.869618320610687
5523,BX005479.5_56727-56781,BX005334.9_52316-52370,0.885416666666667
5524,M11536.1_2-116,Z50077.1_4-121,0.927318295739348
5525,AF314016.1_506-436,M25321.1_113-184,1.8030303030303
5526,AY352656.1_218-301,AY451104.1_148-231,0.873417721518987
5527,AF041309.1_1-191,Z84249.1_1-250,0.82387706855792
5528,D89936.1_1231-1150,AP003004.2_222291-222372,1.10267857142857
5529,L37447.1_4-116,X55267.1_3-119,0.991440798858773
5530,AF405669.1_4445-4505,AJ276224.1_4393-4453,1.17525773195876
5531,AF484490.1_1293-1344,AY535709.1_171-222,1.0098814229249
5532,U51784.1_1-224,AF011753.1_1-391,0.766477520733304
5533,AJ316582.1_98150-98072,X71404.1_2822-2898,0.920711974110032
5534,AJ414158.1_174343-174468,AP005331.1_182283-182408,0.73394495412844
5535,M33893.1_2-111,Z50054.1_4-120,0.978477690288714
5536,AE001151.1_4236-4333,U32795.1_4504-4603,1.38401253918495
5537,Z77071.1_1-197,U51767.1_1-224,0.859900373599004
5538,AF158606.1_1-181,L12354.1_1-368,0.653292181069959
5539,AJ002571.1_38016-37861,AL596170.1_192-86,0.690800477897252
5540,X04465.1_21511-21432,X04465.1_10044-10114,0.944444444444444
5541,AJ320484.1_2112-2163,AY492774.1_846-897,1.002079002079
5542,AF200831.1_165-97,X04465.1_120306-120235,1.50735294117647
5543,Z32848.1_2558-2712,X60705.1_112-265,1.0
5544,X06837.1_1-119,D10529.1_1-121,1.16608187134503
5545,AE007658.1_8987-8895,AP005048.1_244084-244179,0.765625
5546,M72890.1_1-196,AF106845.1_1870-2065,1.05258964143426
5547,AJ550901.1_282-334,AJ550907.1_281-333,1.00634920634921
5548,M34770.1_1-114,X55264.1_4-122,1.0026525198939
5549,AY492779.1_846-897,AF443115.1_1450-1501,0.984990619136961
5550,J04815.1_1380-1448,U39708.1_2300-2229,0.904225352112676
5551,U67492.1_3051-3122,AE005196.1_3290-3363,0.951048951048951
5552,U51768.1_3-213,AY163829.1_1-223,0.69686369119421
5553,V00166.1_1829-1941,X86563.2_75403-75477,0.684179104477612
5554,AB008443.1_1-322,D31602.1_1-341,0.853049529267294
5555,X03017.1_3532-3557,BC016336.1_372-397,1.04854368932039
5556,K01050.1_1-121,M11545.1_4-118,1.16784037558685
5557,M35394.1_1-119,K02344.1_1-118,1.14302461899179
5558,AY463223.1_303-386,U56350.1_20-103,0.822916666666667
5559,AE004717.1_4063-3947,AE016776.1_272500-272339,0.829654591406908
5560,AY161882.1_12-127,AF332867.1_228-344,1.00420168067227
5561,AY441922.1_80-131,AY518941.1_46-97,1.00431965442765
5562,X07924.1_110-197,J01390.1_6861-6932,1.16334661354582
5563,X15199.1_158-276,AJ131592.1_3-116,1.20294117647059
5564,BX004829.12_70857-70911,AL807818.14_156281-156339,0.752066115702479
5565,L34393.1_1-279,D31606.1_1-341,0.895150115473441
5566,AC067849.6_4771-4840,M86493.1_1025-1091,1.3029197080292
5567,L00194.1_554-627,X12890.1_2055-2127,1.15411558669002
5568,AE004237.1_2976-2903,AB031211.1_7799-7884,0.964577656675749
5569,AJ550900.1_56-3,AF170503.1_280-333,1.2555910543131
5570,D00548.1_191-271,X15917.1_6364-6435,1.10546875
5571,X02173.1_718-802,AL589879.21_171955-172027,0.968
5572,M59339.1_3-119,X15126.1_3-120,1.02154195011338
5573,AF306774.1_466-634,AF196778.1_2-154,0.746212121212121
5574,AF009070.1_31-67,D37858.1_1040-1076,1.01859504132231
5575,BX572594.1_100625-100429,AE005628.1_5121-5311,0.831524163568773
5576,AE005405.1_41-163,AP005073.1_22641-22777,1.14719387755102
5577,AY178916.1_20-103,AY371128.1_59-142,0.877237851662404
5578,U14772.1_1-239,Z23075.1_1-230,0.906843013225992
5579,M10217.1_9797-9871,X52392.1_16775-16708,1.28092783505155
5580,X52392.1_2273-2345,M27315.1_3787-3850,1.33909465020576
5581,Z82044.1_19193-19300,AE017025.1_103946-104055,0.897610921501707
5582,X55267.1_3-119,X75601.1_91-203,1.01338199513382
5583,U56890.1_65-148,AF084712.1_65-148,0.925024342745862
5584,AF443084.1_69-188,AF042101.1_695-812,0.900273224043716
5585,AL646074.1_141575-141672,BX321858.1_45005-45113,0.724904214559387
5586,AJ416942.1_4444-4504,AF405669.1_4445-4505,1.11553784860558
5587,Z29107.1_1-302,Z29261.1_1-303,0.985219594594595
5588,AY228556.1_856-939,AY161893.1_172-255,0.928217821782178
5589,M34771.1_2-116,Z11816.1_1-116,0.978978978978979
5590,X16886.1_923-857,M16907.1_208-137,1.26177215189873
5591,X04246.1_87-278,AF106845.1_1870-2065,1.04581993569132
5592,AF021898.1_1-190,AY190392.1_1-181,0.802512212142359
5593,AB042432.1_6942-7011,AB042240.3_6758-6687,1.34239130434783
5594,AJ295199.1_273-524,AB081376.1_266-517,0.981242672919109
5595,AJ251080.1_1-117,M11545.1_4-118,1.07700312174818
5596,U15659.1_246-176,X16759.1_1-73,1.19456066945607
5597,J01390.1_6761-6842,K01389.1_345-433,1.10472727272727
5598,AJ313403.1_52-103,AB078712.1_1281-1332,0.958333333333333
5599,AB097872.1_2096-2147,AY519101.1_46-97,0.968619246861925
5600,AE004094.1_6414-6545,BX927153.1_297716-297548,0.802634245187437
5601,X05917.1_3244-3331,AB042240.3_34087-34170,0.815789473684211
5602,U51190.1_1449-1500,AY492789.1_810-861,1.04742268041237
5603,AY188144.1_2-196,L29598.1_1-191,0.951700680272109
5604,X06833.1_1-115,V01420.1_2-120,1.04111405835544
5605,AJ288982.1_2105-2156,U29250.1_1296-1347,1.00847457627119
5606,X05234.1_1-119,X02707.1_2-120,1.19664634146341
5607,M10358.1_2-120,X01543.1_1-118,1.11799761620977
5608,AY358069.1_1281-1332,AY037269.1_1290-1341,1.0
5609,X58913.1_1046-981,X55514.2_3696-3624,1.18307692307692
5610,Z29260.1_1-302,AE013320.1_6338-6044,0.9997542997543
5611,M16450.1_308-380,M58306.1_1-72,1.109375
5612,Z37973.1_1-173,M19204.1_1-187,0.727528089887641
5613,AF156840.1_71-122,AJ320484.1_2112-2163,1.0397489539749
5614,AF075702.1_14-132,AF110978.1_182-299,0.901484480431849
5615,M33887.1_1-111,M59340.1_3-119,0.945241199478488
5616,X15118.1_1470-1542,X01738.1_122-190,1.0665
5617,AF443080.1_232-315,K03457.1_176-259,0.86969696969697
5618,AF386057.1_65-148,AY371126.1_59-142,0.775252525252525
5619,AF008220.1_5629-5712,AE005470.1_8444-8372,0.963815789473684
5620,AF179613.1_147-398,X79047.1_392-643,0.960244648318043
5621,AY165197.1_238-289,AY535662.1_171-222,1.0314465408805
5622,L28915.1_462-560,K03455.1_579-677,0.936560934891486
5623,AE004294.1_4314-4241,X52392.1_16177-16108,1.21188118811881
5624,X55254.1_3-119,M34763.1_3-117,1.08810572687225
5625,L28842.1_453-551,L28866.1_453-551,0.971066907775769
5626,Z23076.1_1-230,AY070213.1_1-277,0.771857216761511
5627,D16387.1_11403-11471,AJ400907.1_3795-3861,1.12359550561798
5628,AF030952.1_65-148,AB081213.1_65-148,0.806306306306306
5629,AY329361.1_1209-1322,U03723.1_2475-2588,0.84181568088033
5630,AB018545.1_1858-1971,AF026006.1_1132-1245,0.835483870967742
5631,AY146040.1_1-211,AJ438618.1_1-256,0.861529745042493
5632,X12886.1_1-117,M34768.1_3-117,0.859649122807017
5633,AF484484.1_1284-1335,AY518979.1_46-97,1.0
5634,AF484508.1_8762-8817,AF443094.1_8914-8970,1.09227871939736
5635,X62858.1_1-121,M35167.1_2-111,1.07392405063291
5636,AF470703.1_44-127,AB015939.1_65-148,0.957831325301205
5637,BX005301.9_81584-81530,AL928901.8_57197-57143,0.957081545064378
5638,AB001853.1_106-160,AB001971.1_116-169,1.0
5639,D16387.1_11325-11257,X16888.1_178-111,1.13661202185792
5640,AE017026.1_274819-274638,AE015545.1_1265-1436,1.10776545166403
5641,AL596169.1_99976-99747,AE016948.1_40974-41225,0.745296671490593
5642,M35394.1_1-119,AE000559.1_152-269,1.19041450777202
5643,BX640439.1_206443-206535,CR543861.1_1990073-1989965,0.790419161676647
5644,X60045.1_1000-1142,L43910.1_323-456,0.816234498308907
5645,L29603.1_5-230,U81283.1_2-230,0.811677160847167
5646,X01120.1_76-149,X66443.1_1-72,1.22093023255814
5647,D13622.1_3-119,M76388.1_6142-6258,0.972283813747228
5648,U23747.1_2-303,AF041306.1_1-191,0.795669072737368
5649,M19493.1_263-336,X52739.1_1-72,1.00823723228995
5650,AF506629.1_2-232,AY188165.1_2-196,0.75133214920071
5651,Z50055.1_3-119,M35164.1_2-109,0.926136363636364
5652,X05057.1_3-119,X72588.1_6990-7093,0.784287616511318
5653,J01390.1_6669-6740,Z99104.2_165829-165901,1.2378752886836
5654,L07095.1_5327-5261,AB031211.1_8065-8137,1.17622080679406
5655,D37859.1_1040-1076,Y13184.1_9268-9304,1.01247401247401
5656,AL591976.1_186683-186486,AE004127.1_7715-7538,1.06778242677824
5657,AF268065.1_4364-4424,AF119795.2_4397-4457,0.871559633027523
5658,X13975.1_39-104,D12694.1_2533-2604,1.1063122923588
5659,AY140125.1_1160-1210,AF503396.1_1297-1348,1.04705882352941
5660,X15634.1_1233-1258,X13554.1_900-925,1.0
5661,AC008443.10_42590-42518,AL352978.6_119697-119770,1.07787610619469
5662,AY190408.1_1-181,AJ012832.1_2-252,0.782950423216445
5663,M28984.1_1-119,X03904.1_2-116,0.978768577494692
5664,AY070186.1_1-277,L34393.1_1-279,0.858010275572162
5665,L24896.1_600-665,X71973.1_730-791,0.829411764705883
5666,AJ006022.1_1658-1709,U26546.1_1464-1515,1.01669758812616
5667,AY047303.1_455-511,AF063174.1_456-512,1.06317689530686
5668,AJ011856.1_70824-70908,X12631.1_11945-12013,1.23359580052493
5669,AF159874.1_145-228,AF281703.1_65-148,0.814285714285714
5670,M21085.1_9-299,Z29261.1_1-303,1.08625079567155
5671,X14698.1_250-321,AF347015.1_12139-12207,1.22379603399433
5672,U53665.1_171-222,AF190128.1_1415-1466,1.0
5673,M32450.1_1-119,X01570.1_1-119,1.12817796610169
5674,AY519015.1_46-97,AF323211.1_39-90,1.0
5675,M74251.1_1-236,L38346.1_1-288,0.914572864321608
5676,X01551.1_1-119,J01009.1_607-725,1.12366737739872
5677,AL445066.1_239884-239777,AP005217.1_259663-259772,1.06330935251799
5678,X16752.1_1-74,AE009855.1_3683-3767,1.01259842519685
5679,X02255.1_3-118,AJ131583.1_3-115,0.987240829346092
5680,X02235.1_3-118,K01389.1_140-255,0.975641025641026
5681,L36887.1_4319-4391,K01389.1_345-433,1.03625954198473
5682,AF511948.1_9323-9358,D14310.1_1043-1079,0.993723849372385
5683,AY302543.1_1-90,AJ293918.1_1-91,1.03289473684211
5684,AF008220.1_6443-6516,J04502.1_2903-2830,1.19928186714542
5685,AC146547.2_135691-135742,AC146543.2_142207-142258,1.23239436619718
5686,AY236365.1_1-293,Z84246.1_1-250,0.877339901477832
5687,AE007573.1_4052-3947,AP003193.2_260931-260768,0.593237971391417
5688,M26978.1_994-1068,M18050.1_352-424,1.05564142194745
5689,X52392.1_16039-16107,X16885.1_1030-1101,1.55154639175258
5690,AF457076.1_59-142,AF423755.1_303-386,0.861189801699717
5691,J01435.1_264-194,K03317.1_4-76,1.26359832635983
5692,J01390.1_6669-6740,J04815.1_11997-12064,1.53754940711462
5693,AF102203.1_385-441,AF063173.1_401-457,1.06591337099812
5694,X05059.1_1-119,X67494.1_1-118,1.0952380952381
5695,AF506669.1_3-246,AF271889.1_1-237,0.837809373354397
5696,AE000940.1_8761-9056,X14661.1_2-308,1.06021962451293
5697,AY535707.1_171-222,AJ437049.1_1305-1356,1.02879078694818
5698,X14215.1_817-842,J00985.1_345-370,1.0
5699,X00181.1_495-582,X03715.1_779-868,1.0733137829912
5700,AF239636.1_394-450,AF063170.1_455-511,1.01838235294118
5701,AF254713.1_517-615,U80510.1_442-540,0.998201438848921
5702,AE017025.1_103946-104055,AP003002.2_342381-342267,0.79344262295082
5703,AF083069.1_4396-4456,AY056701.1_4247-4307,1.06811145510836
5704,AF346998.1_4403-4470,AE008837.1_3449-3522,1.14418604651163
5705,AY302543.1_7296-7416,X77708.1_7303-7433,1.00927357032457
